favorite_count,full_text,clean_text,sentiment
1,@TanyaMobilBase Males banget minjemin sm org bgini.. Bagus minjem mobil kaga perlu sewa harian. Timbang isi bensin full tank shell super berapa duit sih. 300rb aja uda full kynya,males banget minjemin sm org bgini bagus minjem mobil kaga sewa harian timbang isi bensin full tank shell super duit rb uda full kynya,positive
0,@TanyaMobilBase Bentar kan butuh qr klo mau isi bensin mobil pertalite klo ownernya ngamuk karna biasa isi di shell itu qr codenya dri mana?,bentar butuh qr klo isi bensin mobil pertalite klo ownernya ngamuk karna isi shell qr codenya dri,neutral
0,@TanyaMobilBase Beli bensin shell aj gk mampu pake ngatain mobil murah.. yg u bilang mobil murah aja (GAK MAMPU U BELI) SADAR DIRI N TAU DIRI ITU PENTING ,beli bensin shell aj pake ngatain mobil murah u bilang mobil murah gak u beli sadar n tau,positive
0,@sandyuda15 @TanyaMobilBase Nggak bener. Saya keberatan banget. Lebih baik nggak usah diisi bensin sekalian. Mobil saya agya biasanya selalu diisi shell atau indomobil. Dipinjam saudara diisi pertalite full tank. Bener2 brebet2 dan gampang mati (kebetulan mobil manual). Rasa tarikannya jadi beda lo.,nggak bener keberatan banget nggak diisi bensin mobil agya diisi shell indomobil dipinjam saudara diisi pertalite full tank bener brebet gampang mati mobil manual tarikannya beda lo,positive
1,@TanyaMobilBase Ada sedikit kesalahan di pemilik jg kalau emg dia biasa isi shell utk semua org yg mau pinjem sebaiknya dikasih Tau sebelum orgnya minjem krn yg namanya minjem pasti dia akan isi bensin yg paling murah apalagi full tank sebaiknya diinfo di awal biar sm enak,kesalahan pemilik jg emg isi shell utk org pinjem dikasih tau orgnya minjem krn namanya minjem isi bensin murah full tank diinfo biar sm enak,positive
0,@FahmiMesin @TanyaMobilBase Kalau perintahnya cuma isi fulltank ngapain inisiatif lebih dgn tanya pom bensin apa mas kalau yg pakai juga bukan pelanggan shell dia gak akan relate susah bener jadi temen elu mas wkwk gws temen2 elu dah kalau gitu ,perintahnya isi fulltank ngapain inisiatif dgn pom bensin mas pakai pelanggan shell gak relate susah bener temen elu mas wkwk gws temen elu dah gitu,positive
0,@senggolmoddott kemarin bgt nih pas isi bensin di shell depan antrian ada abang² pake vesmet ga bayar jingan langsung kabur dan sedihnya gaada petugas yg aware,kemarin bgt pas isi bensin shell antrian abang² pake vesmet ga bayar jingan langsung kabur sedihnya gaada petugas aware,neutral
2,@MuzlimIndonesia @TanyaMobilBase Haha gengsi memang kadang bikin ribet ya! Menurutku pake Pertalite di Calya udah pas banget soalnya mobil ini emang didesain buat bensin biasa (RON 90). Bensin Shell premium gitu sih kayanya cuma buat gaya ga ngaruh apa-apa buat Calya. Kalau tetangganya ngeluh brebet ,haha gengsi kadang bikin ribet ya menurutku pake pertalite calya udah pas banget mobil emang didesain bensin ron bensin shell premium gitu kayanya gaya ga ngaruh apaapa calya tetangganya ngeluh brebet,positive
0,@TanyaMobilBase Udh sih sender ini pasti ngarang biar rame komennya. Soalnya calya pun kalo isi bensin ya harus pake barcode. Trs lu dpt barcode dr mana? Sedangkan owner biasanya isi shell,udh sender ngarang biar rame komennya calya kalo isi bensin ya pake barcode trs lu dpt barcode dr owner isi shell,positive
0,@sagittaeriously @diidoot @txtdariotomotif Soalnya bukan lcgc kata org² jd emg boros fulltank march pake shell abis 550rb kmrn berasa bgt galama ngisi pertamax 200rb menyala dompetku wkwk Cara itung pemakaian bensin dgn km nya gmn caranya ka? Liat bar bensinnya aja?,lcgc org² jd emg boros fulltank march pake shell abis rb kmrn berasa bgt galama ngisi pertamax rb menyala dompetku wkwk itung pemakaian bensin dgn km gmn ka liat bar bensinnya,positive
0,@TanyaMobilBase Terlepas dari apapun bensinnya balikin bensin itu bare minimum lho kalo minjem kendaraan. Kan minjem bukan nyewa. Yaudah kalo emg owner maunya isi shell ya isilah harusnya sih konfirmasi dulu ke ownernya isi apa,terlepas apapun bensinnya balikin bensin bare minimum lho kalo minjem kendaraan minjem nyewa yaudah kalo emg owner maunya isi shell ya isilah konfirmasi ownernya isi,neutral
0,apapun mobil gue misal biasa isi shell tiba2 dikasih bensin oktan di bawahnya gue jg ngamuk2 si wkwk,apapun mobil gue isi shell dikasih bensin oktan bawahnya gue jg ngamuk si wkwk,neutral
0,@TanyaMobilBase Gini ya lur mobil gw tuh cma ada 2 baris nah kbtulan ada kerbat istri dari jawa datang 4 orang gw minjam mobil abg yg 3 baris gak ada permintaan isi shell atau apa itu cma kesadaran waktu balikin gw isi full pertamax(inova reborn bensin) semua puas abg tersenyum gw pun aman,gini ya lur mobil gw tuh cma baris kbtulan kerbat istri jawa orang gw minjam mobil abg baris gak permintaan isi shell cma kesadaran balikin gw isi full pertamaxinova reborn bensin puas abg tersenyum gw aman,neutral
0,Maaf-maaf aja nih ya gue pakai calya pun selalu isi bensin di shell bukan karena gengsi tapi karena sayang sama mobil gue. Mending bayar lebih buat bensin daripada bayar mahal buat maintenance. Kerasa kok bedanya pakai pertalite dengan super-nya shell.,maafmaaf ya gue pakai calya isi bensin shell gengsi sayang mobil gue mending bayar bensin bayar mahal maintenance kerasa bedanya pakai pertalite supernya shell,neutral
0,@TanyaMobilBase Seharusnya pas minjem nanya dulu ga sih..biasa di isi bensin apa..ya klu orangnya biasa Shell ya itu urusan dia karena pengen kinerja mesin nya bagus dan nyaman buat dipake jalan no problem dong yg bego itu elu..udh minjem..dikasih tpi ngelunjak..dah lah besok2 ngegrab aja sana,pas minjem nanya ga sihbiasa isi bensin apaya klu orangnya shell ya urusan pengen kinerja mesin bagus nyaman dipake jalan no problem bego eluudh minjemdikasih tpi ngelunjakdah besok ngegrab,positive
0,@TanyaMobilBase Lu pake bensin shell tpi gantiin pake pertalite. Goblok wkwkk meskipun mobil murah ya lu kembaliin yg lu pake kocakk,lu pake bensin shell tpi gantiin pake pertalite goblok wkwkk mobil murah ya lu kembaliin lu pake kocakk,neutral
1,@TanyaMobilBase Tpi urusan bensin emang beda coookkk Motor beat tua aku aja berasa banget beda isi di shell sama pertalite sekalipun,tpi urusan bensin emang beda coookkk motor beat tua berasa banget beda isi shell pertalite,positive
0,@Ikrar_agung_07 Kalo bisa ngisi shell harusnya sih di sekitaran daerah tersebut ga ada yang jual bensin botolan ya,kalo ngisi shell sekitaran daerah ga jual bensin botolan ya,negative
0,@justiceman212 @TanyaMobilBase takutnya ama owner udah dikasih tahu isi Shell Super tapi ama si peminjam dia gk mau rugi... biasanya sih kl emang niat balikin bensin pasti selalu tak tanyain dl biasa diisi apa,takutnya ama owner udah dikasih isi shell super ama si peminjam rugi kl emang niat balikin bensin tanyain dl diisi,positive
13,@TanyaMobilBase Mobil murah bensin premium. gengsi ngalahin logika.. Lu udah minjem bnyak bacot... Itu mobil disayang2 pemiliknya lu cuma minjem malah cuma ngasih pertalite.. Gw juga pake mobil murah tapi mobil gw kasi minum V-Power shell.. Tarikannya bakal beda kalo dikasi pertalite.,mobil murah bensin premium gengsi ngalahin logika lu udah minjem bnyak bacot mobil disayang pemiliknya lu minjem ngasih pertalite gw pake mobil murah mobil gw kasi minum vpower shell tarikannya beda kalo dikasi pertalite,positive
0,@TanyaMobilBase Emg salah mobil low entry ngisi shell ??? Malah bagus dong buat mesin sehat.. Saya aja #OJOl kalau ada uang lebih isi Bensin swasta kalau lagi sepi terpaksa isi pertalite,emg salah mobil low entry ngisi shell bagus mesin sehat uang isi bensin swasta sepi terpaksa isi pertalite,positive
0,@TanyaMobilBase Saya punya brio brio saya ga pernah minum pertalite. Minimal pertamax biasanya BP atau shell. Itu bukan gengsi bang lebih ke jaga mesin mobil dan bikin bersih ruang mesin dan bensin,brio brio ga minum pertalite minimal pertamax bp shell gengsi bang jaga mesin mobil bikin bersih ruang mesin bensin,positive
0,@TanyaMobilBase Lah emang awal minjem GK dikasih tau biasa isi bensin apa? kan biasanya dikasih tau mobil diisi apa rutin nya. Gw juga motor ember biasa diisi Shell gk gengsi kok. Emang liat utilitasnya,emang minjem dikasih tau isi bensin dikasih tau mobil diisi rutin gw motor ember diisi shell gengsi emang liat utilitasnya,neutral
0,@AbnormalL8470 @kn33l1 @kegblgnunfaedh Halo semua SPBU di Indonesia baik Pertamina maupun swasta harus memenuhi standar bahan bakar 2025 yang sama dengan sulfur diesel maksimal 50 ppm dan bensin 500 ppm. Skandal baru-baru ini di Pertamina mungkin membuat beberapa orang lebih percaya pada SPBU swasta seperti Shell ,halo spbu indonesia pertamina swasta memenuhi standar bahan bakar sulfur diesel maksimal ppm bensin ppm skandal barubaru pertamina orang percaya spbu swasta shell,neutral
1,Kalo gw Pinjem liat bensin kalo full balikin full kalo kalo wngga ya isi balikin semula tambahin dikit Kalo gw minjemin ya yg penting balik ada bensin +ngasi tau kalo hrs shell,kalo gw pinjem liat bensin kalo full balikin full kalo kalo wngga ya isi balikin tambahin dikit kalo gw minjemin ya bensin ngasi tau kalo hrs shell,positive
3,@TanyaMobilBase Alah mobil murah pakai bensin premium aja sampai di bilanh ngalahin logika noh motor revo 2010 bokap gw aja isi bensinmya di shell / BP udah minjem mobil masih aja jelek2in yg punya. Lagian isi pertalite di merah harus pakai barcode kalau engga ada barcode engga bisa.,alah mobil murah pakai bensin premium bilanh ngalahin logika noh motor revo bokap gw isi bensinmya shell bp udah minjem mobil jelekin isi pertalite merah pakai barcode engga barcode engga,neutral
0,@sudjati @TanyaMobilBase Betul Toyota Calya sebaiknya pakai bahan bakar minimal RON 92 seperti Pertamax untuk performa optimal. Pakai Pertalite (RON 90) bisa bikin mesin brebet atau kurang bertenaga apalagi kalau sering dipakai dalam kondisi berat. Bensin premium seperti Shell V-Power (RON 95+) https://t.co/WVf0ZpJij5,toyota calya pakai bahan bakar minimal ron pertamax performa optimal pakai pertalite ron bikin mesin brebet bertenaga dipakai kondisi berat bensin premium shell vpower ron,neutral
1,@TanyaMobilBase Laah keluargaku pake Avanza tp bensin shell. Mau ape lu?,laah keluargaku pake avanza tp bensin shell ape lu,neutral
0,@nino_n01 @scorpiocrot Deket kantor walkot pom bensin Shell Lippo mal puri,deket kantor walkot pom bensin shell lippo mal puri,neutral
5,@TanyaMobilBase lo jg gada otak si. gw setiap minjem selalu nanya biasanya isi bensin apa? toh kalopun emg dia melebih2kan banter minta super di shell atau pertamax ga mungkin lbh. kalopun pertalite dia harus share barcode. logika aja.,lo jg gada otak si gw minjem nanya isi bensin kalopun emg melebihkan banter super shell pertamax ga lbh kalopun pertalite share barcode logika,neutral
1,@TanyaMobilBase Gw minjem Agya orang aja pas mau balikin ngisi bensin gan berani ngisiin pertalite bank minimal pertamax atau shell super. Itung2 apresiasi ke orang yg udah minjemin lah. Bukan masalah itu mobik murahan jadi kita isinpertalite tapi lebih kepada menyenangkan hati pemilik lah,gw minjem agya orang pas balikin ngisi bensin gan berani ngisiin pertalite bank minimal pertamax shell super itung apresiasi orang udah minjemin mobik murahan isinpertalite menyenangkan hati pemilik,positive
8340,Minjem mobil tetangga disuruh balikin fulltank. Yaudah gue isi Pertalite. pas balik katanya jd brebet padahal cm Calya. Biasanya dia isi Shell. Trs gue disuruh ganti rugi. Lah emg Calya itu Ferrari? Pertalite aj ngambek? Mobil murah bensin premium... gengsi ngalahin logika https://t.co/OCd5Vxrx5u,minjem mobil tetangga disuruh balikin fulltank yaudah gue isi pertalite pas jd brebet cm calya isi shell trs gue disuruh ganti rugi emg calya ferrari pertalite aj ngambek mobil murah bensin premium gengsi ngalahin logika,neutral
0,@nandapashminaa rilll aku wes trauma mbek pertamax soale lek bensin e kate entek mesine geter wkwkwk mending2 shell atau bp,rilll wes trauma mbek pertamax soale lek bensin e kate entek mesine geter wkwkwk mending shell bp,negative
5,Bensin gue 2kotak cukup ga ya ke Shell BSD? Jaraknya 20km,bensin gue kotak ga ya shell bsd jaraknya km,neutral
0,eh gnti oli motor di shell brp si? gw mau coba ksitu krn bensin dah pke shell oli jg shell lah biar kawinzzz ,eh gnti oli motor shell brp si gw coba ksitu krn bensin dah pke shell oli jg shell biar kawinzzz,positive
0,@txtdrimedia Wow..koruptor bansos covid patut dikasihani kalo sampe anaknya miskin koruptor impor sapi fiktif kasian kalo anaknya ga bisa makan daging koruptor Antam kasian klo anaknya ga bisa beli emas koruptor Pertamina kasian kalo anaknya ga sanggup beli bensin di Shell..edan kau pak!!,wowkoruptor bansos covid patut dikasihani kalo sampe anaknya miskin koruptor impor sapi fiktif kasian kalo anaknya ga makan daging koruptor antam kasian klo anaknya ga beli emas koruptor pertamina kasian kalo anaknya ga sanggup beli bensin shelledan kau,neutral
0,Pake isi bensin di shell dah kembalian 50 kalo buat motor sih.,pake isi bensin shell dah kembalian kalo motor,negative
0,@AndyCioe @innovacommunity Kan ngelap pas diisi bensin dan mereka selalu usahain selesai ngelap bertepatan dengan pengisian selesai. Belum ada bayar2 lagi. Dan biasanya ada shell yg ngerjainnya beda orang antara isi bensin dan ngelap kaca.,ngelap pas diisi bensin usahain selesai ngelap bertepatan pengisian selesai bayar shell ngerjainnya beda orang isi bensin ngelap kaca,neutral
0,@TxtSerang Ga dari serang ke cilegon juga sih wkwkwk Pernahnya dari angsana ke pom bensin shell (lewat keganteran-kemeranggen) bolak balik,ga serang cilegon wkwkwk pernahnya angsana pom bensin shell keganterankemeranggen bolak,neutral
0,Pas puasa kemarin isi bensin di shell &amp; bp dua2 nya ngasih welcome drink. Buat buka puasa katanya.,pas puasa kemarin isi bensin shell amp bp ngasih welcome drink buka puasa,neutral
0,@nipnif padahal ada tuku yg di pom bensin shell,tuku pom bensin shell,neutral
0,Masa pom bensin shell jam sgini udh tutup ,pom bensin shell jam sgini udh tutup,negative
0,Mau isi bensin tp mager bgt kl Shell ngantri+ mat ngantuk juga,isi bensin tp mager bgt kl shell ngantri mat ngantuk,positive
0,@JumlahRiemann @IqbRas @BosPurwa Bensin kita bukannya produksi dalam negeri? lah wong SPBU swasta macam Shell aja disuruh beli bensin dari Pertamina untuk dijual kembali,bensin produksi negeri spbu swasta shell disuruh beli bensin pertamina dijual,neutral
0,aduh liat mukanya watir pisan ninggalin princess wkwkwk kayak semalem tuh bener2 diajarin berani nyebrang ke jalan gede (pdhl gue bisa bawa motor ke thr dri rumah sendirian tp mau nangis dikit soalnya salah belok) diajarin isi bensin di shell ,aduh liat mukanya watir pisan ninggalin princess wkwkwk kayak semalem tuh bener diajarin berani nyebrang jalan gede pdhl gue bawa motor thr dri rumah tp nangis dikit salah belok diajarin isi bensin shell,positive
0,to do list besok: - ke kampus pagi2 karena ada kelas offline - pulang ke rumah dulu ngerjain kerjaan di komputer (laptopnya rusak jir badjingan) - berangkat ke kantor ngerjain jobdesk lain - isi bensin ke shell takut keburu abis lagi - ganti ban motor (kalau sempet),to do list besok kampus pagi kelas offline pulang rumah ngerjain kerjaan komputer laptopnya rusak jir badjingan berangkat kantor ngerjain jobdesk isi bensin shell takut keburu abis ganti ban motor sempet,neutral
1,Kalau bisa itu pom bensin ledakin aja bensi gw full jadi berebet ajg. Tolong @Shell buka cepat yaa,pom bensin ledakin bensi gw full berebet ajg tolong buka cepat yaa,positive
0,Terpaksa isi bensin jeleeeeeek ini soalnya Shell jauh banget https://t.co/PR7cGoIyt1,terpaksa isi bensin jeleeeeeek shell banget,positive
0,enak si ngojek mesin 58 modal cam sama injektor 170cc cuman seharian ngojek bensin abis 170rebu tapi shell/vivo ron92 si,enak si ngojek mesin modal cam injektor cc cuman seharian ngojek bensin abis rebu shellvivo ron si,neutral
0,Paling ngeselinnya tau ga apa? Yang punya peme gembel tapi pom bensin lain kaya Shell itu dibatasi sama pemerintah beneran pas lebaran kemarin susah banget dapetin shell tulisannya HABIS SEMUA CUIHHHHHH,ngeselinnya tau ga peme gembel pom bensin kaya shell dibatasi pemerintah beneran pas lebaran kemarin susah banget dapetin shell tulisannya habis cuihhhhhh,positive
0,selama mudik motorku dipake om ku bakal diisi bensin apa ya..... (ovt bgt soalnya aku ga bilang klo aku isinya skrg pake shell),mudik motorku dipake om ku diisi bensin ya ovt bgt ga bilang klo isinya skrg pake shell,neutral
0,@prabowo daerah bekasi jl.jend sudirman/jl.sultan agung depan pom bensin vivo dan shell selalu bgini jalanannya banjir teruuusss tiap hujan....Colek pak @DediMulyadi71 dan mas @gibran_tweet #bekasi #indonesia #menujuindonesiaemas https://t.co/NQPAmdOCPt,daerah bekasi jljend sudirmanjlsultan agung pom bensin vivo shell bgini jalanannya banjir teruuusss hujancolek mas,neutral
0,@rasjawa Tadi shell pasteur kosong bensin mah teu terang produk nu sanesna #infoshellbandung,shell pasteur kosong bensin mah teu terang produk nu sanesna,positive
0,Ya kalian tau lah kenapa saya memilih shell dibanding pom bensin plat merah Aku isiin bensin motor ummiku dengan nominal 30ribu setelah itu pulang. Saat di perjalanan adekku tiba-tiba bertanya mas bagaimana rasanya bekerja? aku mau deh kerja kaya mas dan bisa punya uang ,ya tau memilih shell dibanding pom bensin plat merah isiin bensin motor ummiku nominal ribu pulang perjalanan adekku tibatiba mas deh kerja kaya mas uang,neutral
0,Abis beli soto ya kami pulang dengan wish list yang tidak dapat kami penuhi yaitu tisu permintaan ummiku eh tapi sebelum pulang aku melihat bensin motor yang aku pakai (punya ummi) udah menunjukan indikator E alias habis dengan inisiatif aku bawa motor itu mampir ke Shell-,abis beli soto ya pulang wish list penuhi tisu permintaan ummiku eh pulang bensin motor pakai ummi udah menunjukan indikator e alias habis inisiatif bawa motor mampir shell,neutral
10,@pavelphoom Shell Gak papa setidaknya bensin disana ga dioplos,shell gak papa bensin disana ga dioplos,negative
0,@ParkirLoBangsat gak parkir sih cuma ditinggal aja mobilnya di tempat orang isi bensin. ga nitip sama petugas shell nya jg. banyak yg nungguin di belakang (termasuk gw) taunya ga ada orangnya https://t.co/so2muw9kXj,gak parkir ditinggal mobilnya orang isi bensin ga nitip petugas shell jg nungguin gw taunya ga orangnya,neutral
0,Setelah 272828472 tahun supra bisa keabisan bensin di tengah jalan dikarenakan indikasi bensin udah ga bisa diliat wkwkw Punten yang lewat shell cihampelas bbm nya udah ready apa blm ya? Motornya ane tinggal di sana soalnya #infoshell #salampresisi @PRFMnews,supra keabisan bensin jalan indikasi bensin udah ga diliat wkwkw punten shell cihampelas bbm udah ready blm ya motornya ane tinggal,neutral
0,@spressoid Nice info min per liter bisa dapet brp km? Mungkin nanti rencana kalo beli mobil pake bensin shell 92/bp 92,nice info min liter dapet brp km rencana kalo beli mobil pake bensin shell bp,neutral
0,@quweency ..ka kamu yang punya pom bensin shell ya.. ,ka pom bensin shell ya,neutral
0,GUA ISI BENSIN DI PERTAMINA COKKKKK LUPA AJSDFHOEAUIDHOEWJDF HADEHHHHHHH HARUSNYA KE SHELL JIR TADI LUPA BANGET MANA PENUH LAGI https://t.co/XnxnC92Phs,gua isi bensin pertamina cokkkkk lupa ajsdfhoeauidhoewjdf hadehhhhhhh shell jir lupa banget penuh,positive
2,Ternyata seru juga ya morning ride di bandung. sambil nyari pom bensin Shell yang ada stoknya sekalian keliling nikmatin bandung yang sejuk adem dan tidak macet ,seru ya morning ride bandung nyari pom bensin shell stoknya keliling nikmatin bandung sejuk adem macet,neutral
1,Tadi ngisi pertaminax turbo dengan terpaksa karna di jateng gada shell. harga di dispenser bensin itu kalo ga salah 268rb berapa gitu lupa ga sempet motoin dan karna gue ngisinya full tank sampe sensor ga pernah nebak mau diisi berapa rupiah. Tapi bayar di QR nya segini. https://t.co/1lvOwBhAL6,ngisi pertaminax turbo terpaksa karna jateng gada shell harga dispenser bensin kalo ga salah rb gitu lupa ga sempet motoin karna gue ngisinya full tank sampe sensor ga nebak diisi rupiah bayar qr segini,neutral
1,Tolonggg dong shell buka di Sawojajar masa tiap isi bensin harus ke MOG atau GK ke Soehat ,tolonggg shell buka sawojajar isi bensin mog soehat,neutral
0,Ini bensin Shell di Malang pada abis kah gais? ‍ Di sblh MOG td tutup tanya sama mbak² Indomaret katanya udh tutup 2 hari yg lalu karna blm ada kiriman #infomalang #shellmalang,bensin shell malang abis kah gais sblh mog td tutup mbak² indomaret udh tutup karna blm kiriman,negative
1,@ence_dwi Hari ini saya ada cerita mudik dari sukabumi ke bandung. Di tangki xenia bututku bensin ada setengah lebih bensin shell. Habis lah itu dua bar di HUD mobil. Pas mau pulang ada rencana ngisi SPBU Shell KB Parahyangan bandung barat. Ditelp lah itu SPBU. Eh ternyata diangkat. https://t.co/dr3aHD92eO,cerita mudik sukabumi bandung tangki xenia bututku bensin bensin shell habis bar hud mobil pas pulang rencana ngisi spbu shell kb parahyangan bandung barat ditelp spbu eh diangkat,neutral
0,Bensin di tangki motor pokoknya tergantung ketersediaan di shell saat itu juga,bensin tangki motor pokoknya tergantung ketersediaan shell,neutral
75,Dari seminggu sebelum Lebaran Shell di Jakarta banyak yg kosong. Gue dapat pas Lebaran pertama di Shell Cengkareng. Hari ini di Bandung aman Shellnya masih banyak isinya. Mantep isi bensin jauh2 ke Bandung ,seminggu lebaran shell jakarta kosong gue pas lebaran shell cengkareng bandung aman shellnya isinya mantep isi bensin bandung,positive
2,Jam-jamnya anak punk mikir mending vespa brekelenya ngisi bensin di shell daripada pertamina.,jamjamnya anak punk mikir mending vespa brekelenya ngisi bensin shell pertamina,neutral
0,@_botaks @munvess Kemarilah daddy(ga ada font) butuh bensin shell,kemarilah daddyga font butuh bensin shell,neutral
0,asli tangki 1/4 pertamax -&gt; isi shell super ron (92) full tank ( 450k) . (isi di gresik) and then cuss ke malang ke batu ke solo baru isi bensin lagi di solo. Isi pertamax 350 ribu dari empty fuel langsung full. Apa gara² tangki jadi bersih karna abis isi shell kali y? https://t.co/Zao5Y5A4Nx,asli tangki pertamax gt isi shell super ron full tank k isi gresik and then cuss malang batu solo isi bensin solo isi pertamax ribu empty fuel langsung full gara² tangki bersih karna abis isi shell kali y,positive
0,I hate u pemerenta.. mau isi bensin shell aja gue kudu berburu stok ,i hate u pemerenta isi bensin shell gue kudu berburu stok,neutral
0,@aloeceraa Belum oli terus bensin sekarang mahal shell minimal 14rban ,oli bensin mahal shell minimal rban,neutral
15,Antrian mengular isi bensin di BP sampe ke depan Quik... Td nya gw mau turun dari mobil pas macet mau tanya kenapa udah gak percayaa ya sama yg tukang ngoplos? Tren baru antri beli bensin di Shell Vivo dan BP. Siapa yg sama? https://t.co/el0jisMVRJ,antrian mengular isi bensin bp sampe quik td gw turun mobil pas macet udah gak percayaa ya tukang ngoplos tren antri beli bensin shell vivo bp,neutral
0,@innovacommunity susah bensin shell asw,susah bensin shell asw,neutral
0,Fakk lah pgn isi bensin di shell malah habis.,fakk pgn isi bensin shell habis,negative
0,Menyerah isi bensin ke pertamisu karena udah 2x ke pom shell abis semua. Tolong lah itu di aplikasi dikasih status ketersediannya supaya gak perlu datang jauh2 taunya zonk.,menyerah isi bensin pertamisu udah x pom shell abis tolong aplikasi dikasih status ketersediannya gak taunya zonk,positive
0,oleh² dr surabaya : isi bensin shell ‍↔️,oleh² dr surabaya isi bensin shell,neutral
0,asli super nya shell jadi langka ini tiap mo isi bensin keabisan mulu apalagi yg di kotwis,asli super shell langka mo isi bensin keabisan mulu kotwis,negative
1,Gila sih ini antrian mau isi bensin di Shell udah sedahsyat antrian Pertamina yang besoknya mau naik harga jaman Orba... https://t.co/CBiTm5sEB7,gila antrian isi bensin shell udah sedahsyat antrian pertamina besoknya harga jaman orba,positive
1,Malam takbiran.... ramai juga jalanan di Malang. Bensin habis melipir ke Shell MOG.... antriannya Antrian mobil sudah mendekati pintu masuk MOG https://t.co/B5McJw03oQ,malam takbiran ramai jalanan malang bensin habis melipir shell mog antriannya antrian mobil mendekati pintu masuk mog,neutral
1,kalo mimpi isi bensin di pertamina trs sepedanya kebelah jd 2. tandanya hrs pindah ke shell kah ini. ok shell im coming yiihaa ‍↕️‍↕️,kalo mimpi isi bensin pertamina trs sepedanya kebelah jd tandanya hrs pindah shell kah ok shell im coming yiihaa,neutral
0,isi bensin di shell harus jam berapa ya tiap ke shell pelajar pejuang sekitar jam 8 - 10 malem pasti abis terus.,isi bensin shell jam ya shell pelajar pejuang jam malem abis,neutral
0,@Xen1135 @Eleksemangat Oh yaaa aku ngak mampu tolong dong isi bensin mobil gua lo kan mampu tapi mobil gua biasanya shell aku isi okey,oh yaaa ngak tolong isi bensin mobil gua lo mobil gua shell isi okey,neutral
0,@rasjawa Sy udah tiga hari nunggu ada bensin di Shell Pelajar Pejuang,sy udah nunggu bensin shell pelajar pejuang,neutral
4,berharap prx menang kaya nungguin shell buka pom bensin di jogja alias ga mungkin,berharap prx menang kaya nungguin shell buka pom bensin jogja alias ga,positive
8,@infobdg pantesan shell habis dimana2 ternyata biar orang kepaksa beli bensin ini lagi seolah2 dimanjakan murahnya padahal masih belum tau ditipu lagi atau nggak sama perusahaan lokal ini jijik sebenernya mobil gw minum bensin kalian lagi,pantesan shell habis dimana biar orang kepaksa beli bensin dimanjakan murahnya tau ditipu nggak perusahaan lokal jijik sebenernya mobil gw minum bensin,neutral
1,perlahan-lahan gue mulai membiasakan diri buat beli sesuatu di warung kelontong pesan makanan dan minuman di PKL serta mengisi bensin di pom bensin indomobil shell atau BP. moga bisa berlanjut terus.,perlahanlahan gue membiasakan beli warung kelontong pesan makanan minuman pkl mengisi bensin pom bensin indomobil shell bp moga berlanjut,neutral
0,gen z gak tartun buat beli bensin di pertamina gen z rela muter 10km pas bensinnya habis demi nyari shell yang jelas gaperlu cash,gen z gak tartun beli bensin pertamina gen z rela muter km pas bensinnya habis nyari shell gaperlu cash,positive
0,IH SHELL NYA ABISSSSS TRS AK ISI BENSIN DMN JANCUKKKKKK,ih shell abisssss trs ak isi bensin dmn jancukkkkkk,positive
0,@ThesolemnH bang sbb pacar aku klo beli bensin di shell bayar pakai octo mobile selalu dapet cb'a kok.. coba deh kmu info ke cs cimb bang,bang sbb pacar klo beli bensin shell bayar pakai octo mobile dapet cba coba deh kmu info cs cimb bang,neutral
0,Isi bensin di shell sekalian jajan es kopi susu animo. https://t.co/SItrgoJHyG,isi bensin shell jajan es kopi susu animo,neutral
75,Sebuah kecelakaan beruntun di Karang Tengah titik kenal dekat Pom Bensin Shell sekitar pukul 16.15 Wib. Menurut informasi : Mobil taxi online nabrak-nabrakinin semua yang ada didepanya sehingga beberapa motor dan beberapa mobil pada ketabrak dan mobil pelaku itu gak brenti https://t.co/AnH1kUjbKP,kecelakaan beruntun karang titik kenal pom bensin shell wib informasi mobil taxi online nabraknabrakinin didepanya motor mobil ketabrak mobil pelaku gak brenti,neutral
0,Telah terjadi kecelakan di depan Pos Karang Tengah dan Pom Bensin Shell sekitar jam setengah 5 sore. Taksi mobil listrik mengakibatkan 3 mobil dan motor-motor bertumbangan. Sebelum jam 4 kurang terjadi kecelakan juga di mana korban (masih hidup dan luka ringan) jatuh dari motor,kecelakan pos karang pom bensin shell jam sore taksi mobil listrik mengakibatkan mobil motormotor bertumbangan jam kecelakan korban hidup luka ringan jatuh motor,neutral
0,BENSIN DI SHELL ABIS BEJIR?!,bensin shell abis bejir,neutral
0,@lonerider27 Yang ada ruko kayaknya sektor 7 ya. Setelah flyover yang dibawahnya ada pom bensin Shell,ruko kayaknya sektor ya flyover dibawahnya pom bensin shell,neutral
0,udah waktunya gue isi bensin lagi tapi shell pada kosong dzolim banget pemerntah,udah gue isi bensin shell kosong dzolim banget pemerntah,negative
1,Mobil LCGC Salah Isi Bensin... #LCGC #Shell #ShellHelix #VPower #NgurahSuryaKusuma https://t.co/y1bhHhRFze,mobil lcgc salah isi bensin,neutral
2,Capek banget mau ngisi bensin di Shell selalu stok kosong ,capek banget ngisi bensin shell stok kosong,positive
