Unnamed: 0,favorite_count,full_text,clean_text,sentiment
41.0,0,Exxon sunoco sama shell anjing pom bensin semua,exxon sunoco shell anjing pom bensin,neutral
44.0,0,@sbyfess Lek aku naik teko sumatera/ halte yg dkt pom Shell/yg ijo lupa kalo sumatera naik Wira Wiri nanti bs ke kota lama kalo yg halte jln pemuda naik SBY bus,lek teko sumatera halte dkt pom shellyg ijo lupa kalo sumatera wira wiri bs kota kalo halte jln pemuda sby bus,neutral
45.0,0,@mieburungemprit secara pemangku di beli oleh perusahaan patungan ini karena beli licensi aja tetapi tetap aja bayar ke pemegang licensi yaitu shell internasional pt shell indonesia focus ke oli skincare etc karena lebih menguntungkan jika dibanding jualan pom,pemangku beli perusahaan patungan beli licensi bayar pemegang licensi shell internasional pt shell indonesia focus oli skincare etc menguntungkan dibanding jualan pom,neutral
46.0,1,@DPurtira @ridwanhr @ridwanhr Shell dan BP punya bahan bakar berkualitas dengan Shell V-Power dan BP Ultimate yang meningkatkan performa mesin. Di Indonesia Shell keluar dari bisnis SPBU menjual sekitar 200 pom ke Citadel Pacific dan Sefas Group tapi mereknya tetap ada via lisensi. BP sedang,shell bp bahan bakar berkualitas shell vpower bp ultimate meningkatkan performa mesin indonesia shell bisnis spbu menjual pom citadel pacific sefas group mereknya via lisensi bp,neutral
48.0,0,@marmuturuguay @LexWu_13 Setau gua ini masih swasta group ini juga yang megang lisensi shell di beberapa negara asean yang lain. Soalnya memang shell sendiri udh gk mau bisnis di pom nya pengen fokus ke produksi.,setau gua swasta group megang lisensi shell negara asean shell udh bisnis pom pengen fokus produksi,neutral
49.0,0,Pom bensin shell masih ada itu JV baru dua2nya masih punya Shell.,pom bensin shell jv duanya shell,neutral
50.0,0,@nsalenan @ridwanhr Wah kebalikan ya. Kalau di daerah ku shell banyak cabang. BP dan vivo cuman 1 pom bensin.,kebalikan ya daerah ku shell cabang bp vivo cuman pom bensin,neutral
51.0,0,@nsalenan @ridwanhr Masih ada merk swasta lain. Walaupun pom bensinnya tidak sebanyak shell.,merk swasta pom bensinnya shell,neutral
52.0,6,@ridwanhr Rezim melalui pertamina berhasil sabotase shell agar bangkrut. Terlihat jelas saat Semua pom bensin shell tutup serentak di Sumatera Utara . Lalu dilanjutkan dengan Dipaksa harga harus lebih mahal dari pertamina dan seringnya kosong pasokan bensin. Culas dan tidak sehat,rezim pertamina berhasil sabotase shell bangkrut pom bensin shell tutup serentak sumatera utara dilanjutkan dipaksa harga mahal pertamina kosong pasokan bensin culas sehat,neutral
53.0,1,Mislead nih. Gua udh baca beritanya. Pom bensin shell bakal tetep ada ygy cuma beda kepemilikan aja ntar,mislead gua udh baca beritanya pom bensin shell tetep ygy beda kepemilikan ntar,neutral
54.0,0,@bedazzled_mr @ridwanhr @Shell Ya ke pom bensin lah jangan ke warung nasgor ga bakal dapet bensin dapetnya ya.. nasgor ,ya pom bensin warung nasgor dapet bensin dapetnya ya nasgor,neutral
56.0,1,@cah_ngeslong @jakesvarna @ridwanhr Oke bro bayangin Shell ngomong kayak Pandji Pragiwaksono: Gue cabut dari pom bensin Indonesia bukan karena Pertamina galak lho! Ini strategi global bro fokus ke pelumas biar mesin lebih genit! *ngakak* Serius Shell lagi main cerdas pindah ke bisnis yang lebih cuan ,oke bro bayangin shell ngomong kayak pandji pragiwaksono gue cabut pom bensin indonesia pertamina galak lho strategi global bro fokus pelumas biar mesin genit ngakak serius shell main cerdas pindah bisnis cuan,neutral
57.0,0,Dengan berganti kepemilikan tidak berarti Shell juga sudah tidak ada lagi di Indonesia. Pom bensin Shell masih ada hanya berganti kepemilikan saja. Siapa yang disini pakai shell ? https://t.co/45M5WE8MMZ,berganti kepemilikan shell indonesia pom bensin shell berganti kepemilikan pakai shell,neutral
59.0,1,@shrlooji @GERWANIDYKE Di tangkot sama tangsel yang saya tau ada beberapa kak. Di jalan raya Jombang deket pom bensin Shell ruko Fortune Graha Raya Nusa Loka BSD terus sama kayanya ada juga di Kreo deket Waroeng Steak.,tangkot tangsel tau kak jalan raya jombang deket pom bensin shell ruko fortune graha raya nusa loka bsd kayanya kreo deket waroeng steak,neutral
61.0,0,@rgoestama Apakah di kemudian hari kita dapat membeli bensin Shell dalam jumlah banyak dengan harga grosir lalu menjualnya di pom mini kita? Harusnya bisa ya..,membeli bensin shell harga grosir menjualnya pom mini ya,neutral
62.0,0,Meser bensin di Pertamax oplosan teu tiasa angge kartu kredit saurna dugi jam sapuluh wengi ai di Laswi tiasa di pom shell,meser bensin pertamax oplosan teu tiasa angge kartu kredit saurna dugi jam sapuluh wengi ai laswi tiasa pom shell,neutral
63.0,0,@innovacommunity beli di pom pertamina shell atau di shop n drive,beli pom pertamina shell shop n drive,neutral
65.0,0,@aldechan @pamangoberbebek @ObiWan_Catnobi Syulit emg. Interaksi terdekat w sm akang cm pernah 1 kecamatan sama doi. alias dia mampir di pom bensin shell deket tempat gue ,syulit emg interaksi terdekat w sm akang cm kecamatan doi alias mampir pom bensin shell deket gue,neutral
67.0,0,#InfoShellBandung all varian ready stock pom Shell dekat stasion jl. Kebon Kawung. @rasjawa https://t.co/kurmvaTmQ4,all varian ready stock pom shell stasion jl kebon kawung,neutral
68.0,0,@anadilaf Depan bengkel sebelah pom shell kak. Pos 1,bengkel sebelah pom shell kak pos,neutral
69.0,0,@tanyarlfes Jual bensin shell eceran di depan pom pertamina itu sesuatu banget.,jual bensin shell eceran pom pertamina banget,neutral
71.0,1,#InfoShellBandung @rasjawa Pom Shell jalan Jendral Sudirman. https://t.co/OqSZV6osw3,pom shell jalan jendral sudirman,neutral
73.0,1,@Shachi_sora @meow_leader2 @txtdrbekasi Disitu ujan deres bentar aja udah langsung bikin motor mati kak soalnya saya udah pernah motornya mati. Apalagi arah dari Tambun mau ke Bekasi Kota. Banjirnya kdg juga didepan Yakult sebelah pom Shell ,disitu ujan deres bentar udah langsung bikin motor mati kak udah motornya mati arah tambun bekasi kota banjirnya kdg didepan yakult sebelah pom shell,neutral
76.0,0,Jl. Hasyim Ashari Cipondoh arah TangCity macet parah Krn ada bus mogok dekat pom bensin Shell...,jl hasyim ashari cipondoh arah tangcity macet parah krn bus mogok pom bensin shell,neutral
77.0,1,@tanyarlfes LAGI OUTING ITU KUDUNYA KANTOR YANG BAYAR. AHELAH KALAH LU (lu nya maksudnya si temen kerja sender dan perusahaan sender ya) AMA BOS GUE YANG CHINA SURABAYA. gue dulu di pom benin shell jg outing pure duit perusahaan gue bawa diri doangg. sabar ya ndeeerrr,outing kudunya kantor bayar ahelah kalah lu lu maksudnya si temen kerja sender perusahaan sender ya ama bos gue china surabaya gue pom benin shell jg outing pure duit perusahaan gue bawa doangg sabar ya ndeeerrr,neutral
79.0,0,@draftanakunpad3 Kalo ga di pom bensin shell ya di bengkel TSH sayang,kalo pom bensin shell ya bengkel tsh sayang,neutral
81.0,0,Gak ke shell di srby sekitarku yg aq nemu masih 2 pom jd aq milih turbo,gak shell srby sekitarku aq nemu pom jd aq milih turbo,neutral
82.0,1,@Seobiyaa_ @tanyakanrl Tapi kalo bisa sebelumnya minta dikuras dulu aja bensinnya ganti pake pertamax yg belinya di pom bensin pertamina kalo gaada shell,kalo dikuras bensinnya ganti pake pertamax belinya pom bensin pertamina kalo gaada shell,neutral
86.0,0,@matchalatteeee6 Beli oli nya di pom shell tiap hari Rabu .. poin nya gede ... Beli bensin poin gede di hari Minggu . Katanya si begitu ya,beli oli pom shell rabu poin gede beli bensin poin gede minggu si ya,neutral
87.0,2,#InfoShellBandung Pom Shell di jl. PHH Mustopha Cimuncang. Ready stock semua varian. @rasjawa @eLganufa https://t.co/IgEGpopaaa,pom shell jl phh mustopha cimuncang ready stock varian,neutral
88.0,0,@uul_black Infokan pom shell yg msh ada super deket rumah aing abis cukk,infokan pom shell msh super deket rumah aing abis cukk,neutral
89.0,0,nih pemerintah ga mau perbaiki citra pertamina apahh gw udh cape banget ngantri di pom shell,pemerintah perbaiki citra pertamina apahh gw udh cape banget ngantri pom shell,neutral
90.0,0,@NajmuddinM @bukandeng ya ampun pom bp aja gue ga tau kak taunya shell. dimananya dehhh sumpah gak pernah lewat sana huhu,ya ampun pom bp gue tau kak taunya shell dimananya dehhh sumpah gak huhu,neutral
91.0,1,#InfoShellBandung Pom Shell di Pasteur-Dr. Djundjunan ready all varian. @rasjawa @eLganufa https://t.co/61Wmy8oKlO,pom shell pasteurdr djundjunan ready all varian,neutral
92.0,2,Fix pengiriman ke pom Shell di Cihampelas. #InfoShellBandung @rasjawa @eLganufa https://t.co/UYcifca3f0,fix pengiriman pom shell cihampelas,neutral
93.0,1,list yang mau bongkar gym di korea jadi pom bensin shell: 1. ale https://t.co/xykC7nK8kG,list bongkar gym korea pom bensin shell ale,neutral
94.0,0,@dewanagapanjang @Aerio_Id Murah 85 Gw shell advance biru 78 di shell pom,murah gw shell advance biru shell pom,neutral
95.0,1,#InfoShellBandung Pom Shell di Kebon Kawung: kosong. @rasjawa https://t.co/tjKKWn3YJy,pom shell kebon kawung kosong,neutral
96.0,3,#InfoShellBandung Pom Shell jln. Pelajar Pejuang ready Super. @rasjawa https://t.co/H8Bo1LU4Ga,pom shell jln pelajar pejuang ready super,neutral
97.0,3,Honorable mention Pov orang semarang liat pom shell (di semarang ga ada njir) https://t.co/aHuFF2v77b,honorable mention pov orang semarang liat pom shell semarang njir,neutral
98.0,0,@watashisushi13 Kecil kecil muat satu tanki pom bensin shell,muat tanki pom bensin shell,neutral
100.0,0,@massungho padahal niat gua tuh tuku dalem pom BP tapi ngapa pada ngira tuku sekbil yak wkwkwkw asli depan shell juga udah jadi tongkrongan kuy lah kita gas,niat gua tuh tuku dalem pom bp ngapa ngira tuku sekbil yak wkwkwkw asli shell udah tongkrongan kuy gas,neutral
101.0,19,@Bbyfey52 Bisa naik Jak 10A arah Gondangdia kak turun di Simpang RP Soeroso depan pom bensin Shell kalau engga jalan aja sekitar 1 km ke arah Tugu Tani https://t.co/53ZZwRCQJC,jak a arah gondangdia kak turun simpang rp soeroso pom bensin shell engga jalan km arah tugu tani,neutral
102.0,0,dijual labubu v3 selama pom bensin shell masih buka bisa COD https://t.co/1JOIDYBb0L,dijual labubu v pom bensin shell buka cod,neutral
106.0,0,@lohtion Kedai nya Pom Bensin Shell,kedai pom bensin shell,neutral
109.0,5,yang ngisi di pom shell cakep² bgt dah,ngisi pom shell cakep² bgt dah,neutral
111.0,12,Kenapa aku berinama shellhelix? ya karna pikiran ku menuju pom ini pas aku mampir buat numpang toilet. Akhirnya kuberi nama Shell helix wkwk https://t.co/BYYXzbGJz8,berinama shellhelix ya karna pikiran ku pom pas mampir numpang toilet kuberi nama shell helix wkwk,neutral
113.0,0,sosok manajer pom shell,sosok manajer pom shell,neutral
114.0,0,Gue pikir2 kayanya gue udah pup di berbagai wc dah. Dari bandara lokal intl shell pom bensin bahkan di cafe pas ke jeonju aja gue pup dulu jir ,gue pikir kayanya gue udah pup wc dah bandara lokal intl shell pom bensin cafe pas jeonju gue pup jir,neutral
116.0,0,@avocadocreama Di pom shell gw dlu biasanya,pom shell gw dlu,neutral
120.0,5,@ridwanhr Sumpah kemarin gue kejebak di subang bensing tgl 1 strip pom bensin shell jaraknya jauh bgt dan ngeri macet jadinya beli bensin Pertamina di rest area.. Cm beli 100rb malah td pgnnya cm isi 50rb saking takutnya dpt bensin horor gini..,sumpah kemarin gue kejebak subang bensing tgl strip pom bensin shell jaraknya bgt ngeri macet beli bensin pertamina rest area cm beli rb td pgnnya cm isi rb saking takutnya dpt bensin horor gini,neutral
121.0,0,@ridwanhr Waduhhh motor abang kemaren kuisi pertamax di pom kurung klaten juga jadi brebet terpaksa karena lagi di kampung biasanya jakarta isi shell,waduhhh motor abang kemaren kuisi pertamax pom kurung klaten brebet terpaksa kampung jakarta isi shell,neutral
122.0,0,@satyaapermana @innovacommunity Di Shell Pasteur Bandung tiap pom bisa bayar tiap petugas punya EDC,shell pasteur bandung pom bayar petugas edc,neutral
124.0,0,bismillah aku tak buka pom shell ndek sedati,bismillah buka pom shell ndek sedati,neutral
125.0,0,@satyaapermana @innovacommunity Sekarang udah nggak. Beberapa pom Shell petugasnya udh pegang mesin EDC sendiri,udah nggak pom shell petugasnya udh pegang mesin edc,neutral
126.0,3,@SimoneNoConte @aromapetrikorr Slipi ada juga abis pom bensin Shell,slipi abis pom bensin shell,neutral
127.0,0,@TxtSerang Ga dari serang ke cilegon juga sih wkwkwk Pernahnya dari angsana ke pom bensin shell (lewat keganteran-kemeranggen) bolak balik,serang cilegon wkwkwk pernahnya angsana pom bensin shell keganterankemeranggen bolak,neutral
128.0,0,@nipnif padahal ada tuku yg di pom bensin shell,tuku pom bensin shell,neutral
131.0,0,Paling ngeselinnya tau ga apa? Yang punya peme gembel tapi pom bensin lain kaya Shell itu dibatasi sama pemerintah beneran pas lebaran kemarin susah banget dapetin shell tulisannya HABIS SEMUA CUIHHHHHH,ngeselinnya tau peme gembel pom bensin kaya shell dibatasi pemerintah beneran pas lebaran kemarin susah banget dapetin shell tulisannya habis cuihhhhhh,neutral
132.0,0,@prabowo daerah bekasi jl.jend sudirman/jl.sultan agung depan pom bensin vivo dan shell selalu bgini jalanannya banjir teruuusss tiap hujan....Colek pak @DediMulyadi71 dan mas @gibran_tweet #bekasi #indonesia #menujuindonesiaemas https://t.co/NQPAmdOCPt,daerah bekasi jljend sudirmanjlsultan agung pom bensin vivo shell bgini jalanannya banjir teruuusss hujancolek mas,neutral
134.0,0,Ya kalian tau lah kenapa saya memilih shell dibanding pom bensin plat merah Aku isiin bensin motor ummiku dengan nominal 30ribu setelah itu pulang. Saat di perjalanan adekku tiba-tiba bertanya mas bagaimana rasanya bekerja? aku mau deh kerja kaya mas dan bisa punya uang ,ya tau memilih shell dibanding pom bensin plat merah isiin bensin motor ummiku nominal ribu pulang perjalanan adekku tibatiba mas deh kerja kaya mas uang,neutral
136.0,0,@quweency ..ka kamu yang punya pom bensin shell ya.. ,ka pom bensin shell ya,neutral
137.0,2,Ternyata seru juga ya morning ride di bandung. sambil nyari pom bensin Shell yang ada stoknya sekalian keliling nikmatin bandung yang sejuk adem dan tidak macet ,seru ya morning ride bandung nyari pom bensin shell stoknya keliling nikmatin bandung sejuk adem macet,neutral
138.0,0,@AntonMariesie @Bang_Ramzan Selama hidup di negeri ini tdk seperakpun gw di bantu atau minta bantuan pemerintah pusat maupun daerah sampai bensinpun walau motor gw motor tua gw beli di pom swasta Shell. Fakta. !,hidup negeri tdk seperakpun gw bantu bantuan pemerintah pusat daerah bensinpun motor gw motor tua gw beli pom swasta shell fakta,neutral
139.0,8,Pom bensin shell di menteng raya pagi ini kosong.,pom bensin shell menteng raya pagi kosong,neutral
141.0,1,@musksigit Td pagi di dkt rmh pom shell kehabisan BBM blm dikirim kata petugas nya.,td pagi dkt rmh pom shell kehabisan bbm blm dikirim petugas,neutral
143.0,0,@PRFMnews Keren dugi ka apal kieu jadwal restock shell di pom mana wae.. Aa gaduh saham di shell ? Hehe,keren dugi ka apal kieu jadwal restock shell pom wae aa gaduh saham shell hehe,neutral
146.0,0,Minggu lalu shell antri padahal bensin nya masih otw dimasukin dari truk ke pom. Tadi pagi shell abis. BP antri mayan panjang. Pertamina kosong cuma 1-2 antrian. Kyknya di kota yg ada pilihan selain pertamina gaakan dapet trust lagi nih pertamina~,minggu shell antri bensin otw dimasukin truk pom pagi shell abis bp antri mayan pertamina kosong antrian kyknya kota pilihan pertamina gaakan dapet trust pertamina,neutral
151.0,0,@innovacommunity Dari kemarin dibeberapa pom di tangsel kosong min sore kemarin dapat di shell rawabuntu depan de latinos.,kemarin dibeberapa pom tangsel kosong min sore kemarin shell rawabuntu de latinos,neutral
152.0,0,@hrdbacot bener tadi ke 2x pom shell kosong semua,bener x pom shell kosong,neutral
154.0,0,@IvanRizkey @sbyfess Bukan sender tp numpang tanya harga ganti oli di pom shell sama shop n drive sama ga ya?,sender tp numpang harga ganti oli pom shell shop n drive ya,neutral
155.0,0,@sbyfess Lek bingung bawa ke pom shell kak temenku biasanya ksana ntr dijelasin sm dia bedanya masing2 oli buat tipe kendaraan kita. Tp ya gitu mungkin lebih mahal dr bengkel. Mungkin yaa~,lek bingung bawa pom shell kak temenku ksana ntr dijelasin sm bedanya oli tipe kendaraan tp ya gitu mahal dr bengkel yaa,neutral
156.0,0,@sbyfess coba ke pom shell yg ada bengkelnya nder budget kira2 500K-an,coba pom shell bengkelnya nder budget,neutral
159.0,0,@Grangers__ Bener juga. Shell pom mya ga sebanyak itu skrg -.- banyakan dulu,bener shell pom mya skrg banyakan,neutral
160.0,0,Baru bgt sampe pom shell supernya habies. Jadilah nitro+ yang sangat overkill untuk mobil murah ini https://t.co/HD4unmNj8T,bgt sampe pom shell supernya habies nitro overkill mobil murah,neutral
164.0,3,ADUHHHHH bro sperti abang pngendara new nmax d antrian pom bensin shell trdekat ,aduhhhhh bro sperti abang pngendara new nmax d antrian pom bensin shell trdekat,neutral
165.0,0,@tempodotco Yaaa utk yg di kotanya ada pom shell klo beli shell super atau yg lain ada pointnya lhoo bisa ditukar kopi susu,yaaa utk kotanya pom shell klo beli shell super pointnya lhoo ditukar kopi susu,neutral
166.0,0,@mas_triadhianto @txtdrbekasi lapor pak lubang bekas galian PAM bbrp waktu lalu masih meninggalkan bekas. Bahaya sekali mohon diperbaiki pak. Lokasi : depan pom bensin Shell Jatiwaringin. https://t.co/kLBgyEPdac,lapor lubang bekas galian pam bbrp meninggalkan bekas bahaya mohon diperbaiki lokasi pom bensin shell jatiwaringin,neutral
167.0,20,Karunya si teteh eweh pom bensin Shell di Purwakarta :( https://t.co/z8OLgGNgjH,karunya si teteh eweh pom bensin shell purwakarta,neutral
169.0,0,Mau isi bensin di shell pada kosong bjiirr. 3 pom di karawang yg ada cuma di galuh mas itupun ngantri. Masyarakat sudah beralih soalnya disebelah dikecewain berat ,isi bensin shell kosong bjiirr pom karawang galuh mas itupun ngantri masyarakat beralih disebelah dikecewain berat,neutral
170.0,0,@tanyakanrl Bukan menurun tapi milih....contoh Beli baju 150rb tar dulu tapi beli hp 5jt atau jalan² abis 200rb sanggup. Contoh lain lagi pom bensin shell skrg rame. Padahal bensinnya non subsidi.,menurun milihcontoh beli baju rb tar beli hp jt jalan² abis rb sanggup contoh pom bensin shell skrg rame bensinnya non subsidi,neutral
172.0,0,ujannya bisa berenti sebelum pom shell tutup ga? gw mau isi bensin bjirr biar besok pagi ga telat,ujannya berenti pom shell tutup gw isi bensin bjirr biar besok pagi telat,neutral
173.0,0,@Aerio_Ina kurang tau sih bang takutnya pemerintah nahan pengisian pom shell jadi banyak yg kosong,tau bang takutnya pemerintah nahan pengisian pom shell kosong,neutral
175.0,1,@innovacommunity minggu kemaren jemput abang ke terminal 3 mau parkir internasional eh ke lewat jalannya niatnya mau puter balik di depan danau yg ada pom shell &amp; ternyata putbal nya di tutup alhasil muternya kudu keluar &amp; masuk tol lg di cengkareng parkir internasional brubah jd parkir barat,minggu kemaren jemput abang terminal parkir internasional eh jalannya niatnya puter danau pom shell amp putbal tutup alhasil muternya kudu amp masuk tol lg cengkareng parkir internasional brubah jd parkir barat,neutral
176.0,0,@Strategi_Bisnis gak semudah itu yang shell bp sama vivo bikin pom bensin aja masih sulit apalagi untuk charging,gak semudah shell bp vivo bikin pom bensin sulit charging,neutral
177.0,0,Sudah menjadi pemandangan umum di pom bensin @Shell https://t.co/p057EkoHhj,pemandangan pom bensin,neutral
181.0,0,@mfs_ub Shell bisa pertashop bunga merak bisa pom jl bandung bisa,shell pertashop bunga merak pom jl bandung,neutral
183.0,0,@ichigooddaifuku Kemarin krna terpaksa bgt bensin dah limit bgt dan shell dah pd tutup tengah mlem akhir nya terpaksa mampir pertamina Tp pom nya bikin males bgt semua motor dijadiin satu antrian baik beli pertalite atau pertamax jd males ngisi krna antri panjang mnding beli pertamax di pertashop,kemarin krna terpaksa bgt bensin dah limit bgt shell dah pd tutup mlem terpaksa mampir pertamina tp pom bikin males bgt motor dijadiin antrian beli pertalite pertamax jd males ngisi krna antri mnding beli pertamax pertashop,neutral
184.0,0,gara-gara ke pom bensin pertamina tapi gajadi karna antri kata bapaknya shell tenyata dikosongin sebandungeun,garagara pom bensin pertamina gajadi karna antri bapaknya shell tenyata dikosongin sebandungeun,neutral
186.0,0,isi bensin 95 karena yang 92 habis sekalian numpang berteduh di pusat kota kalau sebelum Magrib dapat takjil oli motor dari pom Shell :-)) bakal aku terima dengan kesadaran penuh,isi bensin habis numpang berteduh pusat kota magrib takjil oli motor pom shell terima kesadaran penuh,neutral
188.0,0,@cher_fiction @Rriskand @elisa_jkt Sama ngantri pom bensin shell gara2 stocknya ditahan pemerintah,ngantri pom bensin shell gara stocknya ditahan pemerintah,neutral
189.0,0,@txtdrzei Shell itu emang beberapa petugasnya suka nawarin v power (Kemungkinan udah SOP nya begitu) meskipun kendaraan nya lebih cocok pakai super alias ron 92 bisa juga di BP malah ditawarin BP ultimate bukan nya BP 92 beda pom bensin beda kebiasaan,shell emang petugasnya suka nawarin v power udah sop kendaraan cocok pakai super alias ron bp ditawarin bp ultimate bp beda pom bensin beda kebiasaan,neutral
190.0,0,Lebaran ini fix ngga baju baru ban sama oli baru udh cukup. Btw dpt rekomendasi toko ban lumayan bagus di #wonosobo deket pom bensin Siyono Kertek. Pasang 10k aja. Stok lngkap: IRC dunlop maxxis swallow AHM sama oli jg mayan komplit. Ini dpt Shell kasta tertinggi kabupaten. https://t.co/gqbZvmmwKZ,lebaran fix ngga baju ban oli udh btw dpt rekomendasi toko ban lumayan bagus deket pom bensin siyono kertek pasang k stok lngkap irc dunlop maxxis swallow ahm oli jg mayan komplit dpt shell kasta tertinggi kabupaten,neutral
193.0,0,&gt; bensin abis &gt; ngisi pom pertamina &gt; 50 meter sebelahnya ternyata ada Shell Oalah pantekk,gt bensin abis gt ngisi pom pertamina gt meter sebelahnya shell oalah pantekk,neutral
197.0,0,@_AdindaZahra @StefanAntonio__ @Shell @bahlillahadalia Real. Isi gih Shell V-Power Sebandung Raya Langka. Paling banter Pom Mini Indomobil Exxon,real isi gih shell vpower sebandung raya langka banter pom mini indomobil exxon,neutral
198.0,0,Emergency plan. Apabila shell BP Akr Vivo Langka. Isi bensin Di Pom mini Indomobil Stations Exxon Mobil. Kekurangan 1 tersedia di area kabupaten. Ntar saya kirimkan link pom mini exxon. Ini buat mudik,emergency plan shell bp akr vivo langka isi bensin pom mini indomobil stations exxon mobil kekurangan tersedia area kabupaten ntar kirimkan link pom mini exxon mudik,neutral
199.0,0,Tadi mau isi bensin di shell baru naik tanjakan pom eh uda masya Allah antriannya. Bsok pagi aja deh isinya moga ckup smpai shell A.yani . ,isi bensin shell tanjakan pom eh uda masya allah antriannya bsok pagi deh isinya moga ckup smpai shell ayani,neutral
201.0,0,Pdhl Jateng DIY UMR nya rendah bgt kenapa shell gamau bikin pom ya? Kan mayan tu bisa ngegaji karyawan seminim mungkin,pdhl jateng diy umr rendah bgt shell gamau bikin pom ya mayan tu ngegaji karyawan seminim,neutral
202.0,0,@sextappen wkwkwk jadi keinget ada yg ngambil standee carlos atau charles gitu di pom bensinnya shell,wkwkwk keinget ngambil standee carlos charles gitu pom bensinnya shell,neutral
203.0,0,@diavanda @faadilmuhamad Ieu di dekeut imah urg kurang aya pom bensin Shell euy meh bener2 jadi kota teh ,ieu dekeut imah urg aya pom bensin shell euy meh bener kota teh,neutral
205.0,0,Dengan gagah keluar dr pom Shell hohoho,gagah dr pom shell hohoho,neutral
206.0,7,SPBU Shell itu MRT versi pom bensin https://t.co/pStUObud7o,spbu shell mrt versi pom bensin,neutral
209.0,0,@anakban23698760 @Shell @bahlillahadalia Waduh .. Masi bisa ketemu Pom berikutnya ??,masi ketemu pom,neutral
212.0,0,Belakang an ini terjadi Fenomena:Antrian panjang di pom bensin Shell dan Vivo ini effeck dari ketidakpercayaan Rakyat dengan Tata pengolahan dan management BUMN:Setelah kasus oplosan Pertama yg merugikan Rakyat seribu Trilyun lebih dan ditemukan lg fakta Baru korupsi PLN 1 6T https://t.co/o7bk8kUSDk,an fenomenaantrian pom bensin shell vivo effeck ketidakpercayaan rakyat tata pengolahan management bumnsetelah oplosan merugikan rakyat seribu trilyun ditemukan lg fakta korupsi pln t,neutral
214.0,0,@SuwandaBen @alisyarief Dugaan itu sangat beralasan tentunya yang dikorbankan sebagian kecil masyarakat dan sebagian kecil lagi POM Pertamina. Saya tahu persis kalau SHELL ambil minyak di Depo Pertamina Plumpang. Jika ada permainan itu bisa dari Impor langsung BBM Olahan bukan Crude yang diolah di,dugaan beralasan dikorbankan masyarakat pom pertamina persis shell ambil minyak depo pertamina plumpang permainan impor langsung bbm olahan crude diolah,neutral
215.0,0,Pertamina sialann 2 pom shell di tempatku kosong dong,pertamina sialann pom shell tempatku kosong,neutral
219.0,3,Dibeberapa tiktik pom shell vpower dan super semalem kosong.. ketemu pom shell area bekasi langsung gas! Takut langka lagi besok kerja jadi ribet.. Info dari petugasnya sekarang setiap habis ngisi 3 hari langsung habis.. https://t.co/p9rhTiMWtL,dibeberapa tiktik pom shell vpower super semalem kosong ketemu pom shell area bekasi langsung gas takut langka besok kerja ribet info petugasnya habis ngisi langsung habis,neutral
220.0,0,Itu sungai kecil deket Pom bensin Shell Jl TransYogi JEMBATANNYA TIAP UJAN BANJIR WOI sungainya mah kagak. Aneh bin Ajaib cuman gegara mampet saluran pembuangan di atas jembatan kan kocak. @pemkotbekasi @pemkotdepok @DinasPUPR @txtdrbekasi @txtdrdepok,sungai deket pom bensin shell jl transyogi jembatannya ujan banjir woi sungainya mah kagak aneh bin ajaib cuman gegara mampet saluran pembuangan jembatan kocak,neutral
224.0,1,@neohistoria_id Penolakan bukan krn Shell nya? tapi mungkin krn rencana didirikan diwilayah warga pemukiman? jadinya mereka keberatan takut klo ada apa2. Kbtulan yg mau buka pom adl Shell disitu... ,penolakan krn shell krn rencana didirikan diwilayah warga pemukiman keberatan takut klo kbtulan buka pom adl shell disitu,neutral
225.0,0,@neohistoria_id eks pom bensin sagan bisa lho dibeli shell buat jadiin spbu non pertamina pertama di jogja.. misal'e lho..,eks pom bensin sagan lho dibeli shell jadiin spbu non pertamina jogja misale lho,neutral
227.0,0,Cokk jogja i ra ndwe pom bensin shell atau yg lain selain pertamina yo? Wkwk,cokk jogja i ra ndwe pom bensin shell pertamina yo wkwk,neutral
228.0,0,@biasalahanakmud gara2 review ini pom bensin Shell sekarang banyak yg kosong,gara review pom bensin shell kosong,neutral
229.0,15,@pra_dypta @biasalahanakmud Saya pernah karena kebiasaan beli di Shell pas ke luar kota beli di Pom penguasa bawa Sport saya turun malah ditanya kok midun Mas/Kok turun Mas tak jawab kulo pelanggan Pom Kuning/Saya pelanggan Pom kuning,kebiasaan beli shell pas kota beli pom penguasa bawa sport turun midun maskok turun mas kulo pelanggan pom kuningsaya pelanggan pom kuning,neutral
230.0,1,@biasalahanakmud 5)Untuk pindah ke Kuning our love tinggal seliteran buat ke Pom Shell 10km dari rumah sampe sana ngisi Super full mentok hampir 150.000 waktu itu seingat saya masih under 13000 Ya seperti biasa setor struk pakai seminggu isi lagi lalu hitung dan kaceknya lumayan,pindah kuning our love tinggal seliteran pom shell km rumah sampe ngisi super full mentok under ya setor struk pakai seminggu isi hitung kaceknya lumayan,neutral
231.0,2,@neohistoria_id emang efek negatif ada nya pom bensin shell ke warga sekitar apa ya?,emang efek negatif pom bensin shell warga ya,neutral
