,favorite_count,full_text,quote_count,reply_count,retweet_count
1670,0,biasanya ngisi bensin di shell gapernah antri tp keknya grgr kasus korup pertamina ini jd makin banyak yg pindah ke shell keknya ,0,0,0
1671,2,Akh bohong kamu. Semenjak filter² bensin di motor pada cepet kotor gitu gua udah ganti ke Shell V Power karena yakin pasti bakal ada kasus besar nih. Ternyata bener kan,0,0,0
1672,0,@WidasSatyo Trus bensin nya engga disubsidi jadi seharga shell mase,0,3,0
1673,0,Waktu perkara oktan2(?) yg aku gapaham kmrin tu udh mulai beralih ke shell tp susah konsisten krna jarang yg deket apart/rumah apalagi aku yg suka lupaan ngisi bensin jadi nyampur2 dah.. untung mobilku yg butut itu tidak rewel,0,0,0
1674,0,yang dipermasalahin itu terkait kontrak pembelian yang ga sesuai. untuk urusan blending / oplosan ya memang begitu cara produksi pertamax maupun produk bensin lainnya shell vivo bp semua juga ngoplos produk mereka.,0,0,0
1675,0,Udah paling bener dari dulu tetep pake Shell aja. Kemaren di Depok sempet motoran dan tiba-tiba motor ilang tenaga di tengah jalan padahal baru aja ngisi bensin (Pertamax). Awalnya udah skeptis gara-gara bensin ternyata....WKWKWK. Gini amat bensin negara sendiri ,0,0,0
1676,0,Mulai hari ini isi bensin cuma ada 3 pilihan BP Shell Vivo. Terima kasihnya ketiga SPBU ini deket semua dari rumah gw https://t.co/E2jIoj3ZNG,0,0,0
1677,5,@bmtqn @Adrianussatrio wkwk couldn t agree more di Tangerang Kabupaten Shell itu jauh-jauh banget! beda sama di Jakarta. tapi untung aku kerja sebagai orang area dan slalu spare bensin serta nentuin arah yang bisa isi bensin Shell dan lebih luck sebentar lagi resign jadi balik ke Jakarta ,0,0,0
1678,1,abang was right karena dari bensin &amp; oli dia shell garis keradddd lol,0,0,0
1679,90,-ness aku bingung mau isi bensin kemana lagi setelah kasus dirut si merah itu mau isi di shell tapi kadang malu motornya supra x wkwk solusi dong trabas aja apa? atau ada opsi lain selain shell?,0,25,0
1680,0,Sebagai warga Kabupaten penginnya sih isi bensin di Shell juga. Tapi apa daya yang ada cuma Pertamina doang,0,1,0
1681,0,gue ngerasain sendiri jeleknya pertamax kmrn gw berangkat jkt-temanggung isi full shell bensin bisa 1/17 dengan kondisi terisi 6 orang beserta 7 koper besar dan barang2 lainnya meanwhile pas pulang isi pertamax dengan isi 3 orang dan 1 koper cuman mentok 1/14 gila bgt bedanya,0,2,0
1682,1,@NenkMonica @pertamina Pertamina - Isi pertamax tapi dioplos - Antri panjang petugas cuma 1 - Pembayaran sedikit - Toilet kotor Shell - Petugas banyak antri ataupun engga - Bensin berkualitas - Pembayaran cash debit qris cc emoney ovo dana gopay paylater banyak! - Toilet bersih,0,0,0
1683,2,Tolong infokan kalo isi bensin di Shell yang kek pertamax tu apa?dahlah cok gausah isi di Pertamina lagi,0,3,0
1684,3,Beruntung ga ngerasa dikadalin sama Pertamintot krn selama ini isi bensin di Shell terus ,0,2,1
1685,0,Sayange nang Sala raenek pom bensin Shell ro Vivo...,0,0,0
1686,0,jadi inget ada temen perna marahin w karena lebih milih beli shell daripada pertamax wqwqwq kalo gasalah katanya ngapain beli dari pom bensin luar,0,0,0
1687,0,@merapi_uncover Kalau pada jawab indomobil. Sekarang sudah banyak yang tutup. Kayak e bareng shell yang ga bisa jualan bensin lg karena kran import ditutup.,0,0,0
1688,0,Ga salah sih sejak bbrp bulan yg lalu atau mgkn setahun an beralih ngisi BBM ke Mobil atau Shell. Kalo baru kepepet baru dah ngisi ke pom bensin Pertamina. Ada aja humor minggu ini. #Pertamax,0,1,0
1689,16922,Istri dan anak saya selama ini maunya beli bensin di Shell tapi kalau isi bensinnya sama saya selalu saya belokkan ke SPBU Pertamina beli Pertamax. Pertamina sama bagusnya dan milik Indonesia kata saya. Negara ini tak lelah mengecewakan orang-orang yang mencintainya.,149,236,2879
1690,0,tapi kalo di bandingkan dengan kualitas bensin nya shell ron Pertamina yang 98 nya setara sama 95 nya shell karena tarikan nya gak terlalu enteng tapi untuk pelayanannya juara Pertamina 98 karena gua pernah dilayani kek beda banget,0,1,0
1691,0,Untung Suzuki nex Ku mesio cilik ta tukokno Bensin nang shell,0,0,0
1692,1,@pelaksanaSini @Adrianussatrio Gue baru tau mobil itu jualan bensin jg selama ini kek anteng2 aja next gue mau nyoba deh nyari shell di sini agak susah,0,0,0
1693,0,@MasMasBiassaa @pertamina Udah lama banget ga beli pertamax sejak rame kasus mesin rusak karena pertamax. Shell lo kapan bikin pom bensin di daerah gueeeeeeee,0,0,0
1694,0,Dah sejak saat itu aku jatuh cinta sama shell dan misal ga urgent tuh bawaannya ga ikhlas kalo kudu ngisi bensin di pertamina lg. Dapet mahalnya doang untuk kualitas yg ga jelas dan ga konsisten kek gitu wqwq. Ga kebayang kualitasnya pertalite kek mana ,0,0,0
1695,0,@s3muttt @kompascom @Shell susa bang yg ngatur pasok bensin mereka ttp pertamina wkwkwk,0,0,0
1696,0,la ini? tertipu pentes banyak yg bilang shell lebih jernih trus soal gnti filter bensin. ini penyebabnya.,0,1,0
1697,0,@LambeResing Pantesan prabski isi bensin di Shell,0,0,0
1698,1,@pedesgapakecabe @ardisatriawan Kamu beli harga pertamax tapi ternyata isinya oplosan pertalite cuma diubah warna dan nama aja kak Kalo mau bensin bagus ke Shell aja kak tarikannya enteng dan gak boros,0,0,0
1699,0,@kompascom Alhamdulillah sudah 1 tahun lebih Gk pakai bensin pertamina Lebih aman vivo &amp; shell,0,0,0
1700,1,MOBIL GUE EMANG HARUSNYA DIKASI MAKAN BENSIN SHELL AJA COKKKKKKK PLIS SHELL KE BATAM GUE MW NANGID BGT UEUEUE MY POOR VW,0,0,0
1701,0,apakah ini pertanda akan pindah ke shell klo isi bensin??? ,0,1,0
1702,0,@Saham_fess @profesor_saham Bisnis bagus ini beli bensin shell atau vivo pake motor bebek yang irit terus diantar ke rumah konsumen yang ingin beli tapi kejauhan mungkin minimal beli 50liter biar untung pemilik motor,0,0,0
1703,1,@Adrianussatrio Udah pindah haluan dari 2022(?) alasan utama pindah = shell bisa cashless . Makin kesini makin gamau pindah karena member nya bisa tuker voucher isi bensin. Karna aq suka ngebengkel di shell jg jadi suka dapet banyak poin tuker poin bisa bayar bensin 2 ltr cm goceng ️,0,0,0
1704,0,Besok gw ngisi bensin di shell ajaa daahhh!,0,0,0
1705,0,Cuma satu hal yang pasti kualitas &amp; kuantitas bensin pertamina yang non-SPBU COCO benar-benar ga konsisten sih. Pas dulu gw masih pake Jupiter MX gw pasti milih pake bensin Shell atau Total (sebelum tutup) soalnya lebih irit dan tarikan motor lebih berasa.,0,1,0
1706,0,@kompascom untung jatim ada shell sama bensin madura eceran,0,0,0
1707,0,BERJANJI MULAI HARI INI ISI BENSIN DI SHELL,0,1,0
1708,0,@Daniel7iao personally berapa minggu lalu aku ganti dari pertalite ke shell dan ahhh it felt good tarikan motor ku enak gak sebegitu boros somehow. Dan qualitas bensin gak cepat nguap it felt good even tho motor ku supra bapak bapak still goood,0,0,0
1709,0,@katsulovver bensin ganti ke shell bank ganti ke bca #IndonesiaTanpaPacaran,0,0,0
1710,1,@jek___ Alhamdulillah sejak ada isu tangki bensin karatan 2023 lgsg pindah pake Shell stad. Mesin lebih awet tarikan Alus irit juga drpd Pertamax. Cuma beda serebu doang kok per liter dr Pertamax. #selamatkanwargadaribensinoplosan,0,0,1
1711,0,Jujur selama masih di bsd selalu cari Shell kalo ngisi bensin sendiri karena emang se-begitu berasa bedanya ama pertamina... Begitu ngerantau ke daerah yg gaada Shell mau gamau pake bensin bosok terus....,0,0,0
1712,0,Alhamdulillah motor dan mobil aing ga keisi bensin jelek!! Shell nih bos senggol dong,0,0,0
1713,0,shell isi bensin dpt poin buat ngopi gratis,0,1,0
1714,0,Untung anaknya males antri kalo ngisi bensin jadi selalu kalo ga ngisi di shell ya di vivo kalopun terpaksa di pertamina ngisinya yang turbo biar ga antri jarangg banget isi pertamax92. Terima kasih kemalasanku ,0,0,0
1715,3,@s3muttt @kompascom @Shell Seumur2 aku malah baru tau kalo bensin itu ngga cuma pertamina. soalnya gak pernah liat spbu selain pertamina,1,9,0
1716,0,Kalo di daerah gue ada Shell Vivo atw semacamnyalah gue juga gak mau bjir pake PERTAMINA.. masa iyaa gue ngisi bensin kudu ke Bandung dulu hah? kenapa gini amat yaaa negara isinya org korup semua!!,0,0,0
1717,0,@tanyarlfes untung selama ini slalu make shell kalo shell lg kosong dmna2 kyk kmrn maka berpaling dulu ke bp pake pertamina kalo udh bnrbnr kepepet aja msh jauh dr shell tp bensin udh diambang tetesan akhir wkwkkw itupun isinya dikit aja spy bs tahan sampe ktmu shell,0,0,0
1718,0,To do list bulan Maret: - tutup rekening bank BUMN - bikin rekening BCA - mulai rutin beli bensin di bp/shell (bp sih yg deket) - keluar dari dunia persahaman indo (scam njir awowkkwwk),0,1,0
1719,0,selama nge rantau lebih milih ngisi bensin di shell ternyata keputusan yg tepat wkwk,0,0,0
1720,0,Emang bener yeehh ngisi bensin paling enak di Shell atau ga Vivo! Tarikannya lebih halus dan enteng.. Semakin curiga Pertalite oplosannya sama minyak jelantah yg abis dipake buat goreng lele kremes Lucu bgt deh sama negara ini Ya Allah!,0,1,0
1721,0,Jadi inget kemaren arah pulang bensin motor gw udah kelap kelip. Akhirnya melipir ke pertalite ngisi goceng cuman biar nyampe shell aja. Ga sudi motor gw diisi pertamina mah,0,0,0
1722,0,Jijik banget ngisi bensin ke pertamina lagi. Rela deh nyari shell/BP meski jauhan dikit.,0,1,0
1723,0,Gais cara isi bensin di Shell tuh gimana sih? Aku biasanya isi Pertalite 30k (kadang 10k-15k) motorku beat karbu(?),0,3,0
1724,0,Suami gue tuh sekitar 3 bulan ke belakang kalo beli bensin di Shell. Kalopun terpaksa di Pertamina belinya pertamax turbo. Sekarang gw ngerti kenapa dibilang di mesin enakan shell lebih irit shell dsb.,0,0,0
1725,0,@Widino Menang paling bener nyari Shell biarpun jauh untung isi bensin cukup seminggu sekali ,0,0,0
1726,0,@tanyarlfes Udah paling bener isi bensin di swasta (shell vivo bp dll) pas ditangkap tau tau hukumannya gak seberapa lagi hadeh,0,0,0
1727,0,Kopi-nya shell enak btw harus pada cobak. Bisa beli pake poin yg didapet dari isi bensin di shell pula,0,0,0
1728,0,@Ebimarjima @tanyarlfes Baru 2x terakhir isi bensin ke shell kok beda rasanya RON 92 dibanding plat merah. Ternyata oh ternyata,0,0,0
1729,0,Ya allah mugo-mugo Pekalongan ono Shell men ora tuku bensin neng pertamina maneh.,0,0,0
1730,0,Baru bgt sampe rumah disambut lil sis ngedumel : Teh mobil mau ganti shell aja ah. Males bgt selama ini bensin kita dioplos ternyata. Aduh sebuah sikap. Iyalah ganti aja gih de huhu,0,0,0
1731,0,Alesan gua selalu ngisi bensin di shell gak prnh lg di pertamina,0,0,0
1732,0,anjingggggg emg paling bener isi bensin di shell aja udah di shell di shell juga enak harga sama kualitas lebih OKE PELAYANAN LEBIH OKE. semua aja dikorupsi anjing,0,0,0
1733,0,Bensin motorku tinggal bar dan terakhir pake pertamax KW jadi klo mw ganto shell mending nunggu mau abis atau sisa 2 bar 1 bar dh boleh,0,0,0
1734,72,@Adrianussatrio Menurutku shell karena pernah kumpulin poin dari beli bensin sama ganti oli ketika hari rabu double poin Pernah nukerin poin jadi gratis bensin 50 ribu https://t.co/ifkk7gtiI3,0,3,3
1735,0,Gila bensin Shell sempet langka dan kilangnya dibeli. Pertaminanya kaya gini. Gimana ga ancur itu mesin motor sama mobil? ,0,0,0
1736,0,@asumsico Beli bensin di spbu pertamina buat beat doang wkwk even kmrn bener2 mau habis bensin bela2in jam istirahat ke shell tendean,0,0,0
1737,0,@AepHamara @idextratime dulu waktu masih tinggal di jaktim suka ngisi bensin di shell MT Haryono dibilang sok kaya padahal emang awet,0,0,0
1738,90,udah paling bener ngisi bensin di shell aja deh denger pertamax di oplos aja rasanya kek anjg kesel banget kenapa gak dinamain RON 90 fast track aja coba https://t.co/CwTh2GYeXP,4,5,15
1739,2,pantesan pas diisi shell kerasa banget ngacirnya ternyata emang selama ini ga pernah ngisi bensin sesuai standar ya allah negara apa sih ini anjing,0,0,0
1740,0,udah dua tahun lebih lepas dari pertamina~~ shell dan BP jaya jaya jaya. Bahkan abang2 BP kalo mobil gw masup ke pom udah tau nama gw pdhl mau ke tuku ga isi bensin ,0,2,0
1741,0,dari dulu selalu isi Shell sampe sempet langka akhir Januari terpaksa isi di Pertamina karena sudah muncul notif harus isi bensin &amp; kebetulan mau dibawa mudik mobilnya jadi gapapa lah sekalian ganti aja sementara (di daerah adanya Pertamina) ternyata dioplos ya https://t.co/6poyaDNjvx,0,0,0
1742,0,Di Jogja ada Shell gak sih soalnya ga pernah nemuin bjirr gue harus beli apa dong enih bensin dan maw habis mau beli Pertamax trust issue bgtt,0,1,0
1743,0,@aMrazing Min @Shell g mau buka pom bensin di mojosari apa min biar g jauh2 ngisinya ,0,0,0
1744,0,Pdhl udh tau dr lama klo pert*min* tu bensin nya ga bener wkwkwkwkwk untung ada shell ,0,0,0
1745,0,tim isi bensin dimana aja yg penting Shell/BP/Vivo pastry-pastry di Shell enak2 btw,0,0,0
1746,0,ini serius ni ga ada swasta yg berniat bantuin warga jogja buat lepas dari keterpaksaan beli bensin di pertamina? :) shell? petronas? aramco sekalian?,0,0,0
1747,0,@deniqodir @The_RedsIndo Gak semua orang tinggalnya di jabodetabek ya. Kau main2 lah ke pulau belitumg sini. Pom bensin pertamina pun terbatas boro2 ada shell/vivo.,0,0,0
1748,0,@Asmarawww_ emang paling bnr beli bensin di shell,0,1,0
1749,283,@Puthutea Kita kan cuma dianggap komoditas sama negara bangsat ini. Kenapa kaget? Tarik semua uang lu dari bank himbara beli bensin di shell bp vivo kurangi jajan biar ga kena PPN beli warteg biar ga kena PB jgn beli SBN apa lg ya? Hmm,1,5,16
1750,0,boleh ga sih ngisi bensin mio di shell,0,0,0
1751,3,Leh ...ada gak sih pom bensin non pertamina di magelang? Gak harus shell/bp/vivo,0,7,0
1752,0,Pindah beli bensin di shell aja deh. Brengsek lu @pertamina penipu dajjal!!!!,0,0,0
1753,0,Untung aku isi bensin di shell.. Sheeell fangirl to the bone wkwkwkkw,0,0,0
1754,0,Gara2 berita pertamax antri bensin shell terancam makin rame ini wkwk,0,2,0
1755,0,Untung selama ini gue beli bensin di shell,0,2,0
1756,0,ga salah anak w (3 tahun) bilang: - pertamina = pom bensin jelek - shell = pom bensin bagus,0,0,0
1757,0,Sejak gua beli shell super dibanding pertamax gua ngerasa bensin lebih irit dan lebih jauh perjalanannya. Kupikir ah mungkin sesama ron 92 beda kualitas produksi internasional tp masih sama2 ron 92. Ternyata anjing gila lu pertamina korupsi ron 90 lu akuin jadi ron 92 bangkee!,0,1,0
1758,0,@day_palest68715 @PresidenKopi Saya jga heran sebagai #ojol saya pernah maksa beli pertamax karena pake pertalite motor brebet pake pertamax kok masih brebet jga giliran pake bensin SHELL &amp; VIVO tarikan motor lancar .. tpi terpaksa pake pertalite lagi.. ‍‍ ,0,0,0
1759,0,@GuruGembull Pa guru bikin konten bobroknya pertamina.. Bensin d oplos. Tolong sadarkan d konten pa guru beli bensin mending shell,0,0,0
1760,0,kudu isi bensin dimana ya? bojong kaga ada shell apa vivo lagi kalo konter hp jualan vivo banyak,0,1,0
1761,0,Wkwkaa gue selalu isi bensin di shell sih allhamdulillah i love shell,0,0,0
1762,1,Hampir komplit tanpa plat merah kecuali listrik &amp; gas Wifi: MyRepublic Bensin: Shell/Vivo Kartu SIM: 3 Tri (ada byU buat nomor wasap doang) Perbankan: BCA Jago Seabank BCAS,0,1,0
1763,0,@tanyarlfes ehh pantesan mobil gua kata bengkelnya ditangkinya atau diapanya gitu kayak ada sulfurnya padahal kalo ngisi bensin pasti pake pertamax (cmiw soalnya gua gapaham mobil) sampe akhirnya bapak gua sekarang nyuruh kalo beli bensin di shell atau pom lain aja selain pertamina,0,0,0
1764,0,Gua besok mo isi bensin jadi ragu jirrrr. pindah shell aja apa yaa. gua benci banget sumpah sama orang2 kek gini yang gak mikirin dampak nya gimana pertamax aja dah mahal yaa malah diganti pertalite yang selisih 2k jirrrr 2k bisa beli es cekekkk,0,0,0
1765,0,@Adrianussatrio semua di sekitar gue tau gue pengguna setia shell walaupun antri mas2 atau mba2 nya gece baik kaca dibersihin kualitas bensin bagus (katanya) ga keluar mobil bisa ada member yg benefitnya byk suka ada diskon/cashback dahlah I love you @Shell,0,0,0
1766,0,yaaalllahhh terima kasihh udah sejak 2022 gak pernah beli bensin di pertamina sesimpel gara2 kalo di bp/shell banyak promo dan bisa bayar pake qris tanpa minimal ,0,0,0
1767,0,Najis udh paling bener beli bensin di BP biar bs sekalian beli Tuku atau ke Shell biar beli Animo,0,2,0
1768,1,udh jgn percaya sm produk2 pemerintah bensin pake shell. bank pake bca. asuransi klo bisa swasta aja wkakak,0,0,0
1769,0,@ernestprakasa Najis beli bensin pertamina.. Mending shell,0,0,0
1770,0,merupakan keputusan tepat kalo isi bensin di shell,0,0,0
1771,0,semenjak ada video yg blg ngisi pertamax masih kotor dan filter bensin bermasalah udah agak sus sama pertamina. walaupun motorku cuma beat karbu tetap aku isi BP/ shell biar lebih aman ,0,0,0
1772,0,@Adrianussatrio tolong infokan berapa duit untuk buka pom bensin shell vivo bp komen yaa bisnis kayak gini oke juga,0,0,0
1773,0,@metaIfoes Di citra pom bensin non pertamina kurang accessible fak shell di belakang bgt. Ada lagi shell di jalan raya bitung,0,1,0
1774,0,Akar rumput ud ga akan percaya lg mesin kendaraan ga bisa bohong.. sy kalo isi pertamax kalo ga suara mesin berisik pasti bensin cepet drop/habis.. dgn uang yg sama.. beli Shell/Vivo/BP beda jauh kualitasnya ,0,0,0
1775,0,@Adrianussatrio Gua dapet vocher bensin pertamina aja gua jualin ngisinya shell euehehehehehe,0,0,0
1776,0,@Heraloebss Wkwk berarti bener kemarin ada yg beli Pertamax tapi bikin mobilnya jadi gak sehat.. gw ngerasain dari dulu juga ada kejanggalan sama pertalite juga yg skrg kek minyak tanah.. tetep bagus bensin vivo Shell mobil atau BP sih,0,0,0
1777,0,@dadimdum gue tangan udah gemeteran loh ini tinggal berapa meter ke shell berjuang banget sama bensin sampe mati nyala mati nyala ,0,0,0
1778,0,@infoXwor_ Semangat ya orang Indonesya. Saatnya semua sadar beralih ke pom bensin swasta Shell terbaik.,0,0,0
1779,0,udah bened gua beli bensin di shell wkwk pertamina taii bensin pertamax dioplos karo pertalite rugi aing,0,0,0
1780,5,@spichyit @Adrianussatrio Kalau mau aman datengin SHELL BP atau MOBIL buka selang bensin - buang bensin laknat - kuras habis pake angin bertekanan pasang selang bensin kembali lalu isi bensin berkualitas dijamin AMAN Semoga membantu ,1,1,0
1781,0,Terakhir isi bensin pertamax pdhl istri udah ajak isi ke shell tp aku males kejauhan ,0,1,0
1782,0,@Adrianussatrio Dulu pas kerja selalu beli bensin di shell mampang...,0,0,0
1783,0,Baru kemaren cerita ke aghi kalo isi bensin di shell itu mesin jadi lebih awet dan ga cepet habis. Sedangkan waktu balik lagi isi pertamax harga sama tapi kualitas jauh di bawahnya. Mesin rusak Cepet banget habisnya kaya menguap gitu aja. Ternyata memang kenyataannya di korup.,0,0,0
1784,1,Ayolah perbanyak Pom Bensin BP Shell dll di semua Kota dan Kabupaten seluruh Indonesia.,0,0,0
1785,0,Udah hampir 2 tahun ini selalu ngisi bensin motor aku di Shell sih. Soalnya di rekomendasi sama temen kantor katanya lebih oke pake bensin dari Shell.,0,1,0
1786,0,@ayeniny Nah itu kakk shell di kota ku kek nya cuman ada tiga.. dan aku ga lewatin mereka. Kaya modelan yg emang kudu niat isi bensin kesana. Gpp deh tp aku mau coba nanti.. kesel ati bgt sama oplosan,0,0,0
1787,0,Eh jangan-jangan gegara ini??? Aku klo ngisi bensin ga pernah ke plat merah ini sekalinya isi ke plat merah ini krn udah mau keabisan bensin ga nyampe buat ke shell terus isi prtmx malemnya pas balek kerja mati-mati dah itu mesin besoknya langsung ke bengkel ,0,1,0
1788,0, makanya kalo orang tua ngomong di dengerin is real bokap gua udh sering bilang kalo beli bensin di shell aja tp kadang gua maless ,0,1,0
1789,0,Hari ini saya pertamakalinya beli bensin di Shell karena kecewa ditipu Pertamax palsu,0,0,0
1790,213,@ridwanhr Jadi inget waktu ke Malaysia harga bensin Shell RON 95 cuma 2 05 ringgit dikonversi jadi sekitar Rp 7.500 https://t.co/tYVsDvzNcY,7,9,15
1791,1,@ipb_menfess Sama aja. Bedanya kalau shell bayarnya di loket nanti abis isi bensin dikasi struknya terus baru bayar ke loket,0,0,0
1792,0,@Adrianussatrio Shell lah dapet point tiap isi bensin,0,0,0
1793,0,@mynameismouza @qyinche @Adrianussatrio nih klo ganti shell tpi masih ada bensin pertamax di tangkinya itu bermasalah ga? apa harus kosong dulu?,0,2,0
1794,0,Tuku bensin we yo sido kapusan shell &amp; vivo kapan ada di Jogja?,0,0,0
1795,0,tai mulai nanti kalo bensin gue mo abis gue langsung ke shell,0,0,0
1796,0,@LambeResing akhir tahun 2023 udh ngerasa bensin pertalite + pertamax sama ga ada irit2nya pertamax. dan smnjk itu udh pindah ke vivo/bp/shell. dan tau berita ini ternyata slama ini dioplos,0,0,0
1797,0,SHELL!! karna biasanya ada promo beli kopi b1g1 udh gtu member shell bisa dituker voucher bensin lagiiii,0,0,0
1798,0,@nassyabill sya sumpah kualitas bensin pertam***a tuh udah terbukti jelek mending beli shell deh sumpah wlopun agak mahal ,0,1,0
1799,6,Yaelah pantes bensin shell buat ngibrit lebih irit drpd punya pert*mini trnyt slama ini RON 92 ny dioplos,0,6,0
1800,0,shell cuz keinget bayar 80$ buat bensin di banff,0,0,0
1801,0,@JhonSitorus_18 Makanya beli bensin di shell atau BP.. Lokalan mah kacau maling semua,0,0,0
1802,1,Dah bener beli bensin di Shell,0,0,0
1803,0,@enjiamelia tiap isi bensin/ganti oli dapet poin kalo poin udh banyak bisa di tuker merchandise shell,0,1,0
1804,0,@Adrianussatrio guys kalo motor beat karbu boleh isi bensin Shell BP gini ga sih? yg rekomen yg jenis apaa? serius nanya,0,2,0
1805,0,Abis isi bensin tadi sore asalnya mau ke Pertamina trs gajadi soalnya ngantri penuh lanjut ke Shell isi super muncul berita Pertamax dioplos aowkwkwk,0,0,0
1806,0,Udah gue bilang isi bensin di shell aja ,0,0,0
1807,2,shell di jogja tuh ada ga? atau apa kek yang jualan bensin selain pertamina,0,3,0
1808,0,gwe tuh pelan pelan narik ibu biar pindahain dana ke BCA isi bensin di shell malah marah-marah BCA punya cina segala macem... lah? nasionalisme tai kucing lah kita rakyat biasa dapet ga enaknya mulu. ngapain punya faith ke produk pemerintah sendiri,0,0,0
1809,0,@mufqis akeh sek ngomong ngono kuwi sakdurunge lurd.. cen ndlogok kuwi wong2 ra ndue isin.. ketoke mereka tuku bensin yo neng shell.. ,0,0,0
1810,0,@ardisatriawan Gak salah pilih beli bensin dari shell. Lebih percaya perusahaan swasta/asing daripada perusahaan negara. Apa yang dipegang negara kayaknya gak ada yang bisa dipercaya.,0,0,0
1811,0,@NaufalShafly_ Ply berarti yg orang mobil sama motor rusak abis isi bensin di si Merah Tolol itu bener gara2 oplosan? Atau emg jelek aja ya? Motor gua terpaksa isi di mereka kemaren gara² di sukabumi kagak ada shell dkk nya kwkwk,0,1,0
1812,0,Shell yang ijo tak kira bensin muhammadiyah,0,0,0
1813,0,Sumpah mulai sekarang gue RELA jauh-jauh untuk cari pom bensin Shell BP dan Vivo. Say goodbye ke @pertamina,0,0,0
1814,0,Untung Bapak udah ganti bensin ke Shell beberapa bulan yang lalu emang biadab negara ini astagfirullah,0,0,0
1815,1,@Heraloebss Hahahaha ngisi Bensin gak perlu ke pertamina skr udah ada BP sama Shell swasta bagi gue Masih worth it Meksipun mahal kualitas ada... Pertamina tiap hari bangkrut muluk sekelas bumn gede katanya,0,0,0
1816,0,@ClQlTA bener jir gw udh gapernah isi bensin di pertamina kalau ga shell paling mentok bp,0,1,0
1817,0,beruntung dikit rasanya selalu isi bensin pakai shell ^______^,0,0,0
1818,0,gapernah ngetes cuma keukur kalo pake shell/BP bensin motor full bisa sampe seminggu. pake oplosan jarak tempuh dan volume sama cuma lima enam hari fishy abis,1,1,0
1819,16,@tubbirfess om gue motor nya rusakk pas di cek menyeluruh tangki bensin nya kropos gt pokoknya kata tukang bengkel ini krn bensin nya pdhl om gue beli nya di pom bukan warung madura. sejak saat itu gue beralih ke shell krn harganya gk beda jauh tapi kualitas nya insya Allah terjamin.,1,0,2
1820,0,@Adrianussatrio 1. Shell = Super udah cukup VPower wah bgt. Berasa bgt lebih iritnya malah pelayanan oke fasilitas bagus member bisa tuker point buat beli bensin lagi 2. BP = Bp92 cukup oke kalo super lagi kosong,0,0,0
1821,0,Kini aku sadar kenapa temanku dari dulu tiap beli BBM motor atau mobilnya hampir ga pernah di Pertamina. Selalu ke SHELL. Bahkan saat bensin hampir abis beli dikit di Pertamina sekadar agar nyampe ke SHELL buat ngisi selebihnya.,0,1,0
1822,0,@idextratime Memalukan @Petronas ga ada niatan buka pom bensin di indonesia kah? Atau @Shell juga nih diperbanyak mahalan dikit gapapa deh.,0,0,0
1823,0,@jsiicca dikasi struk dulu baru ke konter kan? wowwwwwwwwwww (merasa takut salah) makasi kaka jasjus jsiicca atas pembelajaran isi bensin di shell smg kmu slalu smangat bekerja yah ,0,1,0
1824,0,Untung semenjak pindah ke Jakarta beli bensin selalu pake Shell,0,1,0
1825,0,@killuascorpio @tanyarlfes Jarak Shell/BP/Vivo paling deket dari sini sekitar 5 km. Masalahnya emang bukan soal jarak tp waktu tempuh. Di kota yg lalu lintasnya brengsek kayak Bandung jarak 5 km bisa ngabisin waktu sejam apalagi musim hujan gini. Cuma PP buat isi bensin doang ngabisin 2 jam di jalan.,0,1,0
1826,0,Sebagai pengguna shell saya bangga siklus rutin isi bensin-nongkrong-beli croffle+coffee butterscotch ,0,0,0
1827,0,@LambeResing udh paling bener gue beli bensin di BP atau Shell pantes tarikan beda bosss,0,0,0
1828,0,shell dan bp selalu dihati karena yg biru punya pres kita tercinta gue ga percaya pasti ada monopoli harga dan bensin. wleeeee,0,0,0
1829,1,@KuntiiBipolar Mbak di sby kan? Ke SPBU shell aja ada kok tempat ganti oli. Nah besok pas rabu download dulu aplikasi shell Asia. Beli oli besok bonus +100 point. 150 point di redeem = 10K bisa buat jajan bensin/jajan di store nya.,0,1,0
1830,0,Td sore ambil motor abis diservis ya isi bensin di Shell super. Pas diisiin gw nyeletuk. Kayaknya sebulan kedepan Pertamax gak bakal ada yg beli bang. Trus abang²nya ketawa kenceng kami menertawakan busuknya bisnis bensin Pertamina. https://t.co/DsMCFzoHUL,0,1,0
1831,0,Brengsek bensin aja di oplos. Udah bener shell aja,0,0,0
1832,0,Mulai besok mau beli bensin ke shell aja gaakan ke pertamina lagi ,0,0,0
1833,0,Emang paling bener dah g isi pertamax klu ke pertamina Klu emang mau isi bensin bagus ya mending ke bp atau shell,0,0,0
1834,0,vario 110 fi diisi shell super aman ga ya? atau sejenis pertalite di pom bensin lain apa namanya,0,1,0
1835,0,@overcontrolneed Wah jahat bngt ya. tadinya sblum pensiun aku beli nya di shell. Ternyata shell juga bensinnya disupply pertamina. Setelah pensiun aku ganti ke Pertamina pertamax yg lebih murah dari shell Lumayan ya. Eh taunya diboongin. Untung ganti mobil EV jd ga mikirin beli bensin lg ,0,0,0
1836,0,Liat berita korupsi bensin bodong Semoga cabang Shell/Vivo/BP semakin meluas ke seluruh pelosok negeri ,0,1,0
1837,0,Wolaaa pantess w ngerasa kualitas pertamax sekarang jelek makanya pindah ke shell. La jebul kerjaanmu mung ngoplosi bensin to pakk ,0,0,0
